image_id,article_slug,article_title,category_path,position,local_path,status,bytes,src,inline_base64,alt,article_url
adding-a-cancellation-policy-to-large-parties__img01,adding-a-cancellation-policy-to-large-parties,Large Party Cancellation Policy,general,1,images/general/adding-a-cancellation-policy-to-large-parties/adding-a-cancellation-policy-to-large-parties__img01.png,ok,490286,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/6a3498acec18d2e92d658d4941c088b9.png,no,,https://helpdesk.resy.com/en_us/adding-a-cancellation-policy-to-large-parties-Hy9nK01P9
change-your-resy-os-plan__img01,change-your-resy-os-plan,Change Your Resy OS Plan,reporting-analytics,1,images/reporting-analytics/change-your-resy-os-plan/change-your-resy-os-plan__img01.png,ok,158111,,yes,,https://helpdesk.resy.com/en_us/change-your-resy-os-plan-HkUQzwXIu
change-your-resy-os-plan__img02,change-your-resy-os-plan,Change Your Resy OS Plan,reporting-analytics,2,images/reporting-analytics/change-your-resy-os-plan/change-your-resy-os-plan__img02.png,ok,84294,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/71dab55f524a3d3c3f878e8e82f83bd5.png,no,,https://helpdesk.resy.com/en_us/change-your-resy-os-plan-HkUQzwXIu
change-your-resy-os-plan__img03,change-your-resy-os-plan,Change Your Resy OS Plan,reporting-analytics,3,images/reporting-analytics/change-your-resy-os-plan/change-your-resy-os-plan__img03.png,ok,58186,,yes,,https://helpdesk.resy.com/en_us/change-your-resy-os-plan-HkUQzwXIu
change-your-resy-os-plan__img04,change-your-resy-os-plan,Change Your Resy OS Plan,reporting-analytics,4,images/reporting-analytics/change-your-resy-os-plan/change-your-resy-os-plan__img04.png,ok,78436,,yes,,https://helpdesk.resy.com/en_us/change-your-resy-os-plan-HkUQzwXIu
change-your-resy-os-plan__img05,change-your-resy-os-plan,Change Your Resy OS Plan,reporting-analytics,5,images/reporting-analytics/change-your-resy-os-plan/change-your-resy-os-plan__img05.png,ok,185587,,yes,,https://helpdesk.resy.com/en_us/change-your-resy-os-plan-HkUQzwXIu
availability-and-pacing-updates__img01,availability-and-pacing-updates,Availability and Pacing Updates,getting-started-settings/reservation-settings,1,images/getting-started-settings/reservation-settings/availability-and-pacing-updates/availability-and-pacing-updates__img01.png,ok,116301,,yes,"A screenshot of a computer

Description automatically generated with medium confidence",https://helpdesk.resy.com/en_us/availability-and-pacing-updates-S1T3bPXLd
availability-and-pacing-updates__img02,availability-and-pacing-updates,Availability and Pacing Updates,getting-started-settings/reservation-settings,2,images/getting-started-settings/reservation-settings/availability-and-pacing-updates/availability-and-pacing-updates__img02.png,ok,162832,,yes,"A screenshot of a computer

Description automatically generated with medium confidence",https://helpdesk.resy.com/en_us/availability-and-pacing-updates-S1T3bPXLd
availability-and-pacing-updates__img03,availability-and-pacing-updates,Availability and Pacing Updates,getting-started-settings/reservation-settings,3,images/getting-started-settings/reservation-settings/availability-and-pacing-updates/availability-and-pacing-updates__img03.png,ok,100281,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/8eed34ad3f46b7db729b1d76f88545db.png,no,,https://helpdesk.resy.com/en_us/availability-and-pacing-updates-S1T3bPXLd
availability-and-pacing-updates__img04,availability-and-pacing-updates,Availability and Pacing Updates,getting-started-settings/reservation-settings,4,images/getting-started-settings/reservation-settings/availability-and-pacing-updates/availability-and-pacing-updates__img04.png,ok,293325,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/8c1eade329e3936061da5493ca45d937.png,no,,https://helpdesk.resy.com/en_us/availability-and-pacing-updates-S1T3bPXLd
availability-and-pacing-updates__img05,availability-and-pacing-updates,Availability and Pacing Updates,getting-started-settings/reservation-settings,5,images/getting-started-settings/reservation-settings/availability-and-pacing-updates/availability-and-pacing-updates__img05.png,ok,97096,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/80c56057b09e6a3328283433e7d4a39d.png,no,,https://helpdesk.resy.com/en_us/availability-and-pacing-updates-S1T3bPXLd
concierge-faqs__img01,concierge-faqs,Concierge FAQs,getting-started-settings/concierge-,1,images/getting-started-settings/concierge-/concierge-faqs/concierge-faqs__img01.png,ok,524147,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/c5481d8b4c89df6b460a659f56434565.png,no,,https://helpdesk.resy.com/en_us/concierge-faqs-ByCAvm8O
concierge-faqs__img02,concierge-faqs,Concierge FAQs,getting-started-settings/concierge-,2,images/getting-started-settings/concierge-/concierge-faqs/concierge-faqs__img02.png,ok,1215500,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/085ca3589702af430d1a7196ab850e3f.png,no,,https://helpdesk.resy.com/en_us/concierge-faqs-ByCAvm8O
customizable-pacing-by-floorplan__img01,customizable-pacing-by-floorplan,Pacing by Floor Plan FAQ,general,1,images/general/customizable-pacing-by-floorplan/customizable-pacing-by-floorplan__img01.png,ok,28085,,yes,,https://helpdesk.resy.com/en_us/customizable-pacing-by-floorplan-SJGwJVqA
customizing-text-message-content__img01,customizing-text-message-content,Customize Text Messages,getting-started-settings/guest-communications,1,images/getting-started-settings/guest-communications/customizing-text-message-content/customizing-text-message-content__img01.png,ok,117295,,yes,Picture,https://helpdesk.resy.com/en_us/customizing-text-message-content-HJP6WwQLO
customizing-text-message-content__img02,customizing-text-message-content,Customize Text Messages,getting-started-settings/guest-communications,2,images/getting-started-settings/guest-communications/customizing-text-message-content/customizing-text-message-content__img02.png,ok,95060,,yes,Picture,https://helpdesk.resy.com/en_us/customizing-text-message-content-HJP6WwQLO
customizing-text-message-content__img03,customizing-text-message-content,Customize Text Messages,getting-started-settings/guest-communications,3,images/getting-started-settings/guest-communications/customizing-text-message-content/customizing-text-message-content__img03.png,ok,143533,,yes,,https://helpdesk.resy.com/en_us/customizing-text-message-content-HJP6WwQLO
customizing-text-message-content__img04,customizing-text-message-content,Customize Text Messages,getting-started-settings/guest-communications,4,images/getting-started-settings/guest-communications/customizing-text-message-content/customizing-text-message-content__img04.png,ok,92221,,yes,,https://helpdesk.resy.com/en_us/customizing-text-message-content-HJP6WwQLO
create-and-add-vip-tags__img01,create-and-add-vip-tags,Create and Add VIP tags,in-service-troubleshooting/guest-profile,1,images/in-service-troubleshooting/guest-profile/create-and-add-vip-tags/create-and-add-vip-tags__img01.png,ok,1340140,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/f60f997a26e65734134094c2c47f1253.png,no,,https://helpdesk.resy.com/en_us/create-and-add-vip-tags-Hk2sfzryi
create-and-add-vip-tags__img02,create-and-add-vip-tags,Create and Add VIP tags,in-service-troubleshooting/guest-profile,2,images/in-service-troubleshooting/guest-profile/create-and-add-vip-tags/create-and-add-vip-tags__img02.png,ok,74896,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/f6758109f74653ef7a65f561fe23eac4.png,no,,https://helpdesk.resy.com/en_us/create-and-add-vip-tags-Hk2sfzryi
desktop-reservation-flow__img01,desktop-reservation-flow,Booking from Your Dashboard,general,1,images/general/desktop-reservation-flow/desktop-reservation-flow__img01.png,ok,119880,,yes,,https://helpdesk.resy.com/en_us/desktop-reservation-flow-SJEDlJNn2
desktop-reservation-flow__img02,desktop-reservation-flow,Booking from Your Dashboard,general,2,images/general/desktop-reservation-flow/desktop-reservation-flow__img02.png,ok,81887,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/b62c4cea153569520e80522565339400.png,no,,https://helpdesk.resy.com/en_us/desktop-reservation-flow-SJEDlJNn2
desktop-reservation-flow__img03,desktop-reservation-flow,Booking from Your Dashboard,general,3,images/general/desktop-reservation-flow/desktop-reservation-flow__img03.png,ok,18602,,yes,,https://helpdesk.resy.com/en_us/desktop-reservation-flow-SJEDlJNn2
desktop-reservation-flow__img04,desktop-reservation-flow,Booking from Your Dashboard,general,4,images/general/desktop-reservation-flow/desktop-reservation-flow__img04.png,ok,29581,,yes,,https://helpdesk.resy.com/en_us/desktop-reservation-flow-SJEDlJNn2
desktop-reservation-flow__img05,desktop-reservation-flow,Booking from Your Dashboard,general,5,images/general/desktop-reservation-flow/desktop-reservation-flow__img05.png,ok,363761,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/373179ab2f92ce1b725530468ff03f41.png,no,,https://helpdesk.resy.com/en_us/desktop-reservation-flow-SJEDlJNn2
desktop-reservation-flow__img06,desktop-reservation-flow,Booking from Your Dashboard,general,6,images/general/desktop-reservation-flow/desktop-reservation-flow__img06.png,ok,119258,,yes,,https://helpdesk.resy.com/en_us/desktop-reservation-flow-SJEDlJNn2
desktop-reservation-flow__img07,desktop-reservation-flow,Booking from Your Dashboard,general,7,images/general/desktop-reservation-flow/desktop-reservation-flow__img07.png,ok,68426,,yes,,https://helpdesk.resy.com/en_us/desktop-reservation-flow-SJEDlJNn2
desktop-reservation-flow__img08,desktop-reservation-flow,Booking from Your Dashboard,general,8,images/general/desktop-reservation-flow/desktop-reservation-flow__img08.png,ok,26599,,yes,,https://helpdesk.resy.com/en_us/desktop-reservation-flow-SJEDlJNn2
create-and-add-combination-tables__img01,create-and-add-combination-tables,Create and Add Combination Tables,general,1,images/general/create-and-add-combination-tables/create-and-add-combination-tables__img01.png,ok,94723,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/ebd5df88de6fa4f543edd29d6dcea7c4.png,no,,https://helpdesk.resy.com/en_us/create-and-add-combination-tables-B11ofhdZh
create-and-add-combination-tables__img02,create-and-add-combination-tables,Create and Add Combination Tables,general,2,images/general/create-and-add-combination-tables/create-and-add-combination-tables__img02.png,ok,103216,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/f039ccc1c9de0663c069b5586288136a.png,no,,https://helpdesk.resy.com/en_us/create-and-add-combination-tables-B11ofhdZh
create-and-add-combination-tables__img03,create-and-add-combination-tables,Create and Add Combination Tables,general,3,images/general/create-and-add-combination-tables/create-and-add-combination-tables__img03.png,ok,275857,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/b2d4e5025e8a1b650cf7e3a1a7fe79fb.png,no,,https://helpdesk.resy.com/en_us/create-and-add-combination-tables-B11ofhdZh
create-and-add-combination-tables__img04,create-and-add-combination-tables,Create and Add Combination Tables,general,4,images/general/create-and-add-combination-tables/create-and-add-combination-tables__img04.png,ok,293506,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/1db3cf7cafe6651343f14f2dfd36644e.png,no,,https://helpdesk.resy.com/en_us/create-and-add-combination-tables-B11ofhdZh
double-confirmation-message__img01,double-confirmation-message,Double Confirmation Message,general,1,images/general/double-confirmation-message/double-confirmation-message__img01.png,ok,86271,,yes,,https://helpdesk.resy.com/en_us/double-confirmation-message-B1Km8K46F
double-confirmation-message__img02,double-confirmation-message,Double Confirmation Message,general,2,images/general/double-confirmation-message/double-confirmation-message__img02.png,ok,124028,,yes,,https://helpdesk.resy.com/en_us/double-confirmation-message-B1Km8K46F
double-confirmation-message__img03,double-confirmation-message,Double Confirmation Message,general,3,images/general/double-confirmation-message/double-confirmation-message__img03.png,ok,246290,,yes,,https://helpdesk.resy.com/en_us/double-confirmation-message-B1Km8K46F
event-cancellation__img01,event-cancellation,Event Cancellation,events-virtual-experiences,1,images/events-virtual-experiences/event-cancellation/event-cancellation__img01.png,ok,81446,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/bca7d5d9153a5fe9ae93c381016851a1.png,no,,https://helpdesk.resy.com/en_us/event-cancellation-rJye6_36Y
event-cancellation__img02,event-cancellation,Event Cancellation,events-virtual-experiences,2,images/events-virtual-experiences/event-cancellation/event-cancellation__img02.png,ok,87958,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/9109d4b416154429e75321c7072d846b.png,no,,https://helpdesk.resy.com/en_us/event-cancellation-rJye6_36Y
event-preview__img01,event-preview,Previewing your Event Before It's Live,general,1,images/general/event-preview/event-preview__img01.png,ok,343493,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/f0c79ff45cc86d5eb735e594a95c477c.png,no,,https://helpdesk.resy.com/en_us/event-preview-B1fpPaJEK
event-preview__img02,event-preview,Previewing your Event Before It's Live,general,2,images/general/event-preview/event-preview__img02.png,ok,99002,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/9ac8f046c0bc631d991a01cd64b18019.png,no,,https://helpdesk.resy.com/en_us/event-preview-B1fpPaJEK
event-preview__img03,event-preview,Previewing your Event Before It's Live,general,3,images/general/event-preview/event-preview__img03.png,ok,279165,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/4a3bf3b09b59634b94e38ed3cd3c3ac7.png,no,,https://helpdesk.resy.com/en_us/event-preview-B1fpPaJEK
fishbowl-integration__img01,fishbowl-integration,Fishbowl Integration,general,1,images/general/fishbowl-integration/fishbowl-integration__img01.png,ok,53223,,yes,,https://helpdesk.resy.com/en_us/fishbowl-integration-ByLGsX66xl
fishbowl-integration__img02,fishbowl-integration,Fishbowl Integration,general,2,images/general/fishbowl-integration/fishbowl-integration__img02.png,ok,133675,,yes,,https://helpdesk.resy.com/en_us/fishbowl-integration-ByLGsX66xl
fishbowl-integration__img03,fishbowl-integration,Fishbowl Integration,general,3,images/general/fishbowl-integration/fishbowl-integration__img03.png,ok,136374,,yes,,https://helpdesk.resy.com/en_us/fishbowl-integration-ByLGsX66xl
fishbowl-integration__img04,fishbowl-integration,Fishbowl Integration,general,4,images/general/fishbowl-integration/fishbowl-integration__img04.png,ok,102473,,yes,,https://helpdesk.resy.com/en_us/fishbowl-integration-ByLGsX66xl
fishbowl-integration__img05,fishbowl-integration,Fishbowl Integration,general,5,images/general/fishbowl-integration/fishbowl-integration__img05.png,ok,205668,,yes,,https://helpdesk.resy.com/en_us/fishbowl-integration-ByLGsX66xl
fishbowl-integration__img06,fishbowl-integration,Fishbowl Integration,general,6,images/general/fishbowl-integration/fishbowl-integration__img06.png,ok,105713,,yes,,https://helpdesk.resy.com/en_us/fishbowl-integration-ByLGsX66xl
events-faq__img01,events-faq,Events FAQ,getting-started-settings/ipad-settings,1,images/getting-started-settings/ipad-settings/events-faq/events-faq__img01.png,ok,536742,,yes,,https://helpdesk.resy.com/en_us/events-faq-S1ZtbD78_
exclusive-groups-feature__img01,exclusive-groups-feature,Exclusive Groups Feature,getting-started-settings/reservation-settings,1,images/getting-started-settings/reservation-settings/exclusive-groups-feature/exclusive-groups-feature__img01.png,ok,101850,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/39d49a6e23db0a6572ca1a4008d6bc9b.png,no,,https://helpdesk.resy.com/en_us/exclusive-groups-feature-BkihvQIO
exclusive-groups-feature__img02,exclusive-groups-feature,Exclusive Groups Feature,getting-started-settings/reservation-settings,2,images/getting-started-settings/reservation-settings/exclusive-groups-feature/exclusive-groups-feature__img02.png,ok,134537,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/5548ad877ad417fcdee15d60dbd0a35d.png,no,,https://helpdesk.resy.com/en_us/exclusive-groups-feature-BkihvQIO
exclusive-groups-feature__img03,exclusive-groups-feature,Exclusive Groups Feature,getting-started-settings/reservation-settings,3,images/getting-started-settings/reservation-settings/exclusive-groups-feature/exclusive-groups-feature__img03.png,ok,105602,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/9fcb1b87398f9ee5e71b6267a1694f60.png,no,,https://helpdesk.resy.com/en_us/exclusive-groups-feature-BkihvQIO
exclusive-groups-feature__img04,exclusive-groups-feature,Exclusive Groups Feature,getting-started-settings/reservation-settings,4,images/getting-started-settings/reservation-settings/exclusive-groups-feature/exclusive-groups-feature__img04.png,ok,112792,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/0c36326b297bf85ee30d2a197d9b281d.png,no,,https://helpdesk.resy.com/en_us/exclusive-groups-feature-BkihvQIO
exclusive-groups-feature__img05,exclusive-groups-feature,Exclusive Groups Feature,getting-started-settings/reservation-settings,5,images/getting-started-settings/reservation-settings/exclusive-groups-feature/exclusive-groups-feature__img05.png,ok,131052,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/fc9fee8c006fbfaaea0167c82c8bcbfd.png,no,,https://helpdesk.resy.com/en_us/exclusive-groups-feature-BkihvQIO
exclusive-groups-feature__img06,exclusive-groups-feature,Exclusive Groups Feature,getting-started-settings/reservation-settings,6,images/getting-started-settings/reservation-settings/exclusive-groups-feature/exclusive-groups-feature__img06.png,ok,155262,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/ba6277d2f6225646513872b33f540a6a.png,no,,https://helpdesk.resy.com/en_us/exclusive-groups-feature-BkihvQIO
exclusive-groups-feature__img07,exclusive-groups-feature,Exclusive Groups Feature,getting-started-settings/reservation-settings,7,images/getting-started-settings/reservation-settings/exclusive-groups-feature/exclusive-groups-feature__img07.png,ok,50702,,yes,Title: Inserting image...,https://helpdesk.resy.com/en_us/exclusive-groups-feature-BkihvQIO
floor-plan-editor__img01,floor-plan-editor,ResyOS Floor Plan Editor,general,1,images/general/floor-plan-editor/floor-plan-editor__img01.png,ok,91743,,yes,,https://helpdesk.resy.com/en_us/floor-plan-editor-SJ5M493VY
floor-plan-editor__img02,floor-plan-editor,ResyOS Floor Plan Editor,general,2,images/general/floor-plan-editor/floor-plan-editor__img02.png,ok,14321,,yes,A screenshot of a computerDescription automatically generated,https://helpdesk.resy.com/en_us/floor-plan-editor-SJ5M493VY
for-diners-add-credit-card-information-to-your-profile__img01,for-diners-add-credit-card-information-to-your-profile,For Diners: Manage Credit Card Information on Your Profile,general,1,images/general/for-diners-add-credit-card-information-to-your-profile/for-diners-add-credit-card-information-to-your-profile__img01.png,ok,2849024,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/ce79330b47d2a282565a1ae841b0bec8.png,no,,https://helpdesk.resy.com/en_us/for-diners-add-credit-card-information-to-your-profile-ry7KdoZA5
for-diners-add-credit-card-information-to-your-profile__img02,for-diners-add-credit-card-information-to-your-profile,For Diners: Manage Credit Card Information on Your Profile,general,2,images/general/for-diners-add-credit-card-information-to-your-profile/for-diners-add-credit-card-information-to-your-profile__img02.png,ok,676615,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/309e8fa3ffde96076a9cd53c34e26c03.png,no,,https://helpdesk.resy.com/en_us/for-diners-add-credit-card-information-to-your-profile-ry7KdoZA5
for-diners-add-credit-card-information-to-your-profile__img03,for-diners-add-credit-card-information-to-your-profile,For Diners: Manage Credit Card Information on Your Profile,general,3,images/general/for-diners-add-credit-card-information-to-your-profile/for-diners-add-credit-card-information-to-your-profile__img03.png,ok,588781,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/ab967b67b07d243e3a542e7008c147b4.png,no,,https://helpdesk.resy.com/en_us/for-diners-add-credit-card-information-to-your-profile-ry7KdoZA5
for-diners-add-credit-card-information-to-your-profile__img04,for-diners-add-credit-card-information-to-your-profile,For Diners: Manage Credit Card Information on Your Profile,general,4,images/general/for-diners-add-credit-card-information-to-your-profile/for-diners-add-credit-card-information-to-your-profile__img04.png,ok,293320,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/e10a23fcb4b1370b15b79111d5433603.png,no,,https://helpdesk.resy.com/en_us/for-diners-add-credit-card-information-to-your-profile-ry7KdoZA5
for-diners-add-credit-card-information-to-your-profile__img05,for-diners-add-credit-card-information-to-your-profile,For Diners: Manage Credit Card Information on Your Profile,general,5,images/general/for-diners-add-credit-card-information-to-your-profile/for-diners-add-credit-card-information-to-your-profile__img05.png,ok,427244,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/ef9e655a18510e84d7833072b0c95469.png,no,,https://helpdesk.resy.com/en_us/for-diners-add-credit-card-information-to-your-profile-ry7KdoZA5
for-diners-add-credit-card-information-to-your-profile__img06,for-diners-add-credit-card-information-to-your-profile,For Diners: Manage Credit Card Information on Your Profile,general,6,images/general/for-diners-add-credit-card-information-to-your-profile/for-diners-add-credit-card-information-to-your-profile__img06.png,ok,315752,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/17acdc08b470f5a420cfe25e7e82e82d.png,no,,https://helpdesk.resy.com/en_us/for-diners-add-credit-card-information-to-your-profile-ry7KdoZA5
for-diners-add-credit-card-information-to-your-profile__img07,for-diners-add-credit-card-information-to-your-profile,For Diners: Manage Credit Card Information on Your Profile,general,7,images/general/for-diners-add-credit-card-information-to-your-profile/for-diners-add-credit-card-information-to-your-profile__img07.png,ok,347768,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/302e219802fe2cf7da7a04c74bfd9107.png,no,,https://helpdesk.resy.com/en_us/for-diners-add-credit-card-information-to-your-profile-ry7KdoZA5
for-diners-change-or-cancel-a-reservation__img01,for-diners-change-or-cancel-a-reservation,For Diners: Change or Cancel a Reservation,general,1,images/general/for-diners-change-or-cancel-a-reservation/for-diners-change-or-cancel-a-reservation__img01.png,ok,2798551,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/f7e1220e496743403f6b4a87a51c4326.png,no,,https://helpdesk.resy.com/en_us/for-diners-change-or-cancel-a-reservation-H16wR9ZRq
for-diners-change-or-cancel-a-reservation__img02,for-diners-change-or-cancel-a-reservation,For Diners: Change or Cancel a Reservation,general,2,images/general/for-diners-change-or-cancel-a-reservation/for-diners-change-or-cancel-a-reservation__img02.png,ok,981159,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/0a0b377dabc275f84a2a6a66d8a20f4d.png,no,,https://helpdesk.resy.com/en_us/for-diners-change-or-cancel-a-reservation-H16wR9ZRq
for-diners-change-or-cancel-a-reservation__img03,for-diners-change-or-cancel-a-reservation,For Diners: Change or Cancel a Reservation,general,3,images/general/for-diners-change-or-cancel-a-reservation/for-diners-change-or-cancel-a-reservation__img03.png,ok,582846,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/6a3340b235518027f04b46b1939e6d87.png,no,,https://helpdesk.resy.com/en_us/for-diners-change-or-cancel-a-reservation-H16wR9ZRq
for-diners-change-or-cancel-a-reservation__img04,for-diners-change-or-cancel-a-reservation,For Diners: Change or Cancel a Reservation,general,4,images/general/for-diners-change-or-cancel-a-reservation/for-diners-change-or-cancel-a-reservation__img04.png,ok,588781,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/881003e7cd312d8ae5719dea2316f220.png,no,,https://helpdesk.resy.com/en_us/for-diners-change-or-cancel-a-reservation-H16wR9ZRq
for-diners-change-or-cancel-a-reservation__img05,for-diners-change-or-cancel-a-reservation,For Diners: Change or Cancel a Reservation,general,5,images/general/for-diners-change-or-cancel-a-reservation/for-diners-change-or-cancel-a-reservation__img05.png,ok,504254,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/86db12a6cacdc06cfedf6e448a35f6a7.png,no,,https://helpdesk.resy.com/en_us/for-diners-change-or-cancel-a-reservation-H16wR9ZRq
for-diners-change-or-cancel-a-reservation__img06,for-diners-change-or-cancel-a-reservation,For Diners: Change or Cancel a Reservation,general,6,images/general/for-diners-change-or-cancel-a-reservation/for-diners-change-or-cancel-a-reservation__img06.png,ok,561683,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/de42c35d42ba1ac44f343eaf8142e60d.png,no,,https://helpdesk.resy.com/en_us/for-diners-change-or-cancel-a-reservation-H16wR9ZRq
floor-plan-on-web__img01,floor-plan-on-web,Floor Plan Web Editor,general,1,images/general/floor-plan-on-web/floor-plan-on-web__img01.png,ok,96521,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/03f8decc176a1bdd73f969bddf7901a0.png,no,,https://helpdesk.resy.com/en_us/floor-plan-on-web-SyTdJuBp9
floor-plan-on-web__img02,floor-plan-on-web,Floor Plan Web Editor,general,2,images/general/floor-plan-on-web/floor-plan-on-web__img02.png,ok,1182981,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/976162eabbd4a95e86f6d319c3b4e898.png,no,,https://helpdesk.resy.com/en_us/floor-plan-on-web-SyTdJuBp9
floor-plan-on-web__img03,floor-plan-on-web,Floor Plan Web Editor,general,3,images/general/floor-plan-on-web/floor-plan-on-web__img03.png,ok,254002,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/00a25330984797b27d6001704e548cd5.png,no,,https://helpdesk.resy.com/en_us/floor-plan-on-web-SyTdJuBp9
floor-plan-on-web__img04,floor-plan-on-web,Floor Plan Web Editor,general,4,images/general/floor-plan-on-web/floor-plan-on-web__img04.png,ok,750316,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/993184e159e3fea619da350912ce721d.png,no,,https://helpdesk.resy.com/en_us/floor-plan-on-web-SyTdJuBp9
floor-plan-on-web__img05,floor-plan-on-web,Floor Plan Web Editor,general,5,images/general/floor-plan-on-web/floor-plan-on-web__img05.png,ok,635630,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/c9a38677fc6fa11c807cfa73dd83ff75.png,no,,https://helpdesk.resy.com/en_us/floor-plan-on-web-SyTdJuBp9
floor-plan-on-web__img06,floor-plan-on-web,Floor Plan Web Editor,general,6,images/general/floor-plan-on-web/floor-plan-on-web__img06.png,ok,435404,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/644e7c83b450d8615432ab866361d1c0.png,no,,https://helpdesk.resy.com/en_us/floor-plan-on-web-SyTdJuBp9
floor-plan-on-web__img07,floor-plan-on-web,Floor Plan Web Editor,general,7,images/general/floor-plan-on-web/floor-plan-on-web__img07.png,ok,438354,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/e46a22342ddc59b2126fb86a31017b12.png,no,,https://helpdesk.resy.com/en_us/floor-plan-on-web-SyTdJuBp9
general-admission-event__img01,general-admission-event,General Admission Event,events-virtual-experiences,1,images/events-virtual-experiences/general-admission-event/general-admission-event__img01.png,ok,38357,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/542da701130199548568c916633083ce.png,no,,https://helpdesk.resy.com/en_us/general-admission-event-ByNFbwm8u
general-admission-event__img02,general-admission-event,General Admission Event,events-virtual-experiences,2,images/events-virtual-experiences/general-admission-event/general-admission-event__img02.png,ok,127338,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/f80b31b1451688f6e383fac8fb6f9813.png,no,,https://helpdesk.resy.com/en_us/general-admission-event-ByNFbwm8u
general-admission-event__img03,general-admission-event,General Admission Event,events-virtual-experiences,3,images/events-virtual-experiences/general-admission-event/general-admission-event__img03.png,ok,41273,,yes,,https://helpdesk.resy.com/en_us/general-admission-event-ByNFbwm8u
general-admission-event__img04,general-admission-event,General Admission Event,events-virtual-experiences,4,images/events-virtual-experiences/general-admission-event/general-admission-event__img04.png,ok,189758,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/42d1ca682cc330aecbde93b5fbc744d8.png,no,,https://helpdesk.resy.com/en_us/general-admission-event-ByNFbwm8u
general-admission-event__img05,general-admission-event,General Admission Event,events-virtual-experiences,5,images/events-virtual-experiences/general-admission-event/general-admission-event__img05.png,ok,101411,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/ffbc0517bbeec15b5d3d7fdcbf1e398b.png,no,,https://helpdesk.resy.com/en_us/general-admission-event-ByNFbwm8u
general-admission-event__img06,general-admission-event,General Admission Event,events-virtual-experiences,6,images/events-virtual-experiences/general-admission-event/general-admission-event__img06.png,ok,296539,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/1688ec4526e11bbd02bb1809f84ae230.png,no,,https://helpdesk.resy.com/en_us/general-admission-event-ByNFbwm8u
