image_id,article_slug,article_title,category_path,position,local_path,status,bytes,src,inline_base64,alt,article_url
how-to-seat-a-guest-in-resyos__img01,how-to-seat-a-guest-in-resyos,Seat a Guest in Resy OS,in-service-troubleshooting/reservations-walk-ins,1,images/in-service-troubleshooting/reservations-walk-ins/how-to-seat-a-guest-in-resyos/how-to-seat-a-guest-in-resyos__img01.gif,ok,1256266,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/81fcddfb21cd4d8376d875f894cb3815.gif,no,,https://helpdesk.resy.com/en_us/how-to-seat-a-guest-in-resyos-Hk3bzP7Id
how-to-seat-a-guest-in-resyos__img02,how-to-seat-a-guest-in-resyos,Seat a Guest in Resy OS,in-service-troubleshooting/reservations-walk-ins,2,images/in-service-troubleshooting/reservations-walk-ins/how-to-seat-a-guest-in-resyos/how-to-seat-a-guest-in-resyos__img02.gif,ok,1609832,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/3900334014f9d052717e9d625cc84bfa.gif,no,,https://helpdesk.resy.com/en_us/how-to-seat-a-guest-in-resyos-Hk3bzP7Id
how-to-send-an-email-blast__img01,how-to-send-an-email-blast,Marketing Emails with Mailchimp,marketing-and-promotion,1,images/marketing-and-promotion/how-to-send-an-email-blast/how-to-send-an-email-blast__img01.png,ok,53393,,yes,,https://helpdesk.resy.com/en_us/how-to-send-an-email-blast-BJGSDmUd
how-to-send-an-email-blast__img02,how-to-send-an-email-blast,Marketing Emails with Mailchimp,marketing-and-promotion,2,images/marketing-and-promotion/how-to-send-an-email-blast/how-to-send-an-email-blast__img02.png,ok,65471,,yes,,https://helpdesk.resy.com/en_us/how-to-send-an-email-blast-BJGSDmUd
how-to-send-an-email-blast__img03,how-to-send-an-email-blast,Marketing Emails with Mailchimp,marketing-and-promotion,3,images/marketing-and-promotion/how-to-send-an-email-blast/how-to-send-an-email-blast__img03.png,ok,45628,,yes,,https://helpdesk.resy.com/en_us/how-to-send-an-email-blast-BJGSDmUd
how-to-send-an-email-blast__img04,how-to-send-an-email-blast,Marketing Emails with Mailchimp,marketing-and-promotion,4,images/marketing-and-promotion/how-to-send-an-email-blast/how-to-send-an-email-blast__img04.png,ok,175517,,yes,,https://helpdesk.resy.com/en_us/how-to-send-an-email-blast-BJGSDmUd
how-to-send-an-email-blast__img05,how-to-send-an-email-blast,Marketing Emails with Mailchimp,marketing-and-promotion,5,images/marketing-and-promotion/how-to-send-an-email-blast/how-to-send-an-email-blast__img05.png,ok,57997,,yes,,https://helpdesk.resy.com/en_us/how-to-send-an-email-blast-BJGSDmUd
how-to-seat-a-walk-in-in-resyos__img01,how-to-seat-a-walk-in-in-resyos,Seat a Walk-in in Resy OS,in-service-troubleshooting/reservations-walk-ins,1,images/in-service-troubleshooting/reservations-walk-ins/how-to-seat-a-walk-in-in-resyos/how-to-seat-a-walk-in-in-resyos__img01.gif,ok,1711795,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/80ca665d265ecffbe0e1646779abb0c4.gif,no,,https://helpdesk.resy.com/en_us/how-to-seat-a-walk-in-in-resyos-SkqZfvX8d
how-to-setup-fixed-seating-times-for-your-shifts__img01,how-to-setup-fixed-seating-times-for-your-shifts,Fixed Seating Times,getting-started-settings/reservation-settings,1,images/getting-started-settings/reservation-settings/how-to-setup-fixed-seating-times-for-your-shifts/how-to-setup-fixed-seating-times-for-your-shifts__img01.png,ok,105822,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/98154ff61d9f54b6681c1d5370a77ef0.png,no,,https://helpdesk.resy.com/en_us/how-to-setup-fixed-seating-times-for-your-shifts-H1v2ZPm8O
how-to-setup-fixed-seating-times-for-your-shifts__img02,how-to-setup-fixed-seating-times-for-your-shifts,Fixed Seating Times,getting-started-settings/reservation-settings,2,images/getting-started-settings/reservation-settings/how-to-setup-fixed-seating-times-for-your-shifts/how-to-setup-fixed-seating-times-for-your-shifts__img02.png,ok,58412,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/f0f63a6d441b8d8f3b2b94541bc20b9a.png,no,,https://helpdesk.resy.com/en_us/how-to-setup-fixed-seating-times-for-your-shifts-H1v2ZPm8O
how-to-setup-fixed-seating-times-for-your-shifts__img03,how-to-setup-fixed-seating-times-for-your-shifts,Fixed Seating Times,getting-started-settings/reservation-settings,3,images/getting-started-settings/reservation-settings/how-to-setup-fixed-seating-times-for-your-shifts/how-to-setup-fixed-seating-times-for-your-shifts__img03.png,ok,197910,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/3b20f738ec3c993809e72f76273d9a41.png,no,,https://helpdesk.resy.com/en_us/how-to-setup-fixed-seating-times-for-your-shifts-H1v2ZPm8O
how-to-setup-slots-in-the-resy-dashboard__img01,how-to-setup-slots-in-the-resy-dashboard,Setting up Slots,getting-started-settings/reservation-settings,1,images/getting-started-settings/reservation-settings/how-to-setup-slots-in-the-resy-dashboard/how-to-setup-slots-in-the-resy-dashboard__img01.png,ok,36821,,yes,,https://helpdesk.resy.com/en_us/how-to-setup-slots-in-the-resy-dashboard-H1c3bvQ8d
how-to-setup-slots-in-the-resy-dashboard__img02,how-to-setup-slots-in-the-resy-dashboard,Setting up Slots,getting-started-settings/reservation-settings,2,images/getting-started-settings/reservation-settings/how-to-setup-slots-in-the-resy-dashboard/how-to-setup-slots-in-the-resy-dashboard__img02.png,ok,51021,,yes,,https://helpdesk.resy.com/en_us/how-to-setup-slots-in-the-resy-dashboard-H1c3bvQ8d
how-to-setup-slots-in-the-resy-dashboard__img03,how-to-setup-slots-in-the-resy-dashboard,Setting up Slots,getting-started-settings/reservation-settings,3,images/getting-started-settings/reservation-settings/how-to-setup-slots-in-the-resy-dashboard/how-to-setup-slots-in-the-resy-dashboard__img03.png,ok,125392,,yes,,https://helpdesk.resy.com/en_us/how-to-setup-slots-in-the-resy-dashboard-H1c3bvQ8d
how-to-setup-slots-in-the-resy-dashboard__img04,how-to-setup-slots-in-the-resy-dashboard,Setting up Slots,getting-started-settings/reservation-settings,4,images/getting-started-settings/reservation-settings/how-to-setup-slots-in-the-resy-dashboard/how-to-setup-slots-in-the-resy-dashboard__img04.png,ok,49378,,yes,,https://helpdesk.resy.com/en_us/how-to-setup-slots-in-the-resy-dashboard-H1c3bvQ8d
how-to-setup-slots-in-the-resy-dashboard__img05,how-to-setup-slots-in-the-resy-dashboard,Setting up Slots,getting-started-settings/reservation-settings,5,images/getting-started-settings/reservation-settings/how-to-setup-slots-in-the-resy-dashboard/how-to-setup-slots-in-the-resy-dashboard__img05.png,ok,171590,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/8b85c72fbd21520ca9fe441de7dc8694.png,no,,https://helpdesk.resy.com/en_us/how-to-setup-slots-in-the-resy-dashboard-H1c3bvQ8d
how-to-setup-slots-in-the-resy-dashboard__img06,how-to-setup-slots-in-the-resy-dashboard,Setting up Slots,getting-started-settings/reservation-settings,6,images/getting-started-settings/reservation-settings/how-to-setup-slots-in-the-resy-dashboard/how-to-setup-slots-in-the-resy-dashboard__img06.png,ok,37847,,yes,,https://helpdesk.resy.com/en_us/how-to-setup-slots-in-the-resy-dashboard-H1c3bvQ8d
how-to-setup-slots-in-the-resy-dashboard__img07,how-to-setup-slots-in-the-resy-dashboard,Setting up Slots,getting-started-settings/reservation-settings,7,images/getting-started-settings/reservation-settings/how-to-setup-slots-in-the-resy-dashboard/how-to-setup-slots-in-the-resy-dashboard__img07.png,ok,49167,,yes,,https://helpdesk.resy.com/en_us/how-to-setup-slots-in-the-resy-dashboard-H1c3bvQ8d
how-to-setup-slots-in-the-resy-dashboard__img08,how-to-setup-slots-in-the-resy-dashboard,Setting up Slots,getting-started-settings/reservation-settings,8,images/getting-started-settings/reservation-settings/how-to-setup-slots-in-the-resy-dashboard/how-to-setup-slots-in-the-resy-dashboard__img08.png,ok,88080,,yes,,https://helpdesk.resy.com/en_us/how-to-setup-slots-in-the-resy-dashboard-H1c3bvQ8d
how-to-setup-flexible-seating-to-maximize-covers__img01,how-to-setup-flexible-seating-to-maximize-covers,Turn Times,getting-started-settings/reservation-settings,1,images/getting-started-settings/reservation-settings/how-to-setup-flexible-seating-to-maximize-covers/how-to-setup-flexible-seating-to-maximize-covers__img01.png,ok,118814,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/f845f7b8f457ed496d22be805316190f.png,no,,https://helpdesk.resy.com/en_us/how-to-setup-flexible-seating-to-maximize-covers-BkL3bvQLO
how-to-setup-flexible-seating-to-maximize-covers__img02,how-to-setup-flexible-seating-to-maximize-covers,Turn Times,getting-started-settings/reservation-settings,2,images/getting-started-settings/reservation-settings/how-to-setup-flexible-seating-to-maximize-covers/how-to-setup-flexible-seating-to-maximize-covers__img02.png,ok,194617,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/138b872d2dc7cffc36eb8c5f6074f073.png,no,,https://helpdesk.resy.com/en_us/how-to-setup-flexible-seating-to-maximize-covers-BkL3bvQLO
how-to-setup-flexible-seating-to-maximize-covers__img03,how-to-setup-flexible-seating-to-maximize-covers,Turn Times,getting-started-settings/reservation-settings,3,images/getting-started-settings/reservation-settings/how-to-setup-flexible-seating-to-maximize-covers/how-to-setup-flexible-seating-to-maximize-covers__img03.png,ok,135701,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/2e3d296467c8922f57c852ed5487474c.png,no,,https://helpdesk.resy.com/en_us/how-to-setup-flexible-seating-to-maximize-covers-BkL3bvQLO
how-to-setup-flexible-seating-to-maximize-covers__img04,how-to-setup-flexible-seating-to-maximize-covers,Turn Times,getting-started-settings/reservation-settings,4,images/getting-started-settings/reservation-settings/how-to-setup-flexible-seating-to-maximize-covers/how-to-setup-flexible-seating-to-maximize-covers__img04.png,ok,158046,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/a59947b2cf500f776ef789794f1091b2.png,no,,https://helpdesk.resy.com/en_us/how-to-setup-flexible-seating-to-maximize-covers-BkL3bvQLO
how-to-show-table-combinations-on-the-timeline-view-in-resyos__img01,how-to-show-table-combinations-on-the-timeline-view-in-resyos,How do I show my Table Combinations in the Timeline View in the Resy OS App?,getting-started-settings/ipad-settings,1,images/getting-started-settings/ipad-settings/how-to-show-table-combinations-on-the-timeline-view-in-resyos/how-to-show-table-combinations-on-the-timeline-view-in-resyos__img01.png,ok,282566,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/98850a32678f4cd4f816cb2043db0c15.png,no,,https://helpdesk.resy.com/en_us/how-to-show-table-combinations-on-the-timeline-view-in-resyos-SkORbDXI_
how-to-show-table-combinations-on-the-timeline-view-in-resyos__img02,how-to-show-table-combinations-on-the-timeline-view-in-resyos,How do I show my Table Combinations in the Timeline View in the Resy OS App?,getting-started-settings/ipad-settings,2,images/getting-started-settings/ipad-settings/how-to-show-table-combinations-on-the-timeline-view-in-resyos/how-to-show-table-combinations-on-the-timeline-view-in-resyos__img02.png,ok,283338,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/01fe248ace0b6267b67d4dbb7bc00e5f.png,no,,https://helpdesk.resy.com/en_us/how-to-show-table-combinations-on-the-timeline-view-in-resyos-SkORbDXI_
how-to-start-a-shift-on-a-specific-date__img01,how-to-start-a-shift-on-a-specific-date,Start a New Shift on a Specific Date,reopening-on-resy/update-your-books,1,images/reopening-on-resy/update-your-books/how-to-start-a-shift-on-a-specific-date/how-to-start-a-shift-on-a-specific-date__img01.png,ok,47371,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/87d9b26b24efcea3fc76bd9d9899aea5.png,no,,https://helpdesk.resy.com/en_us/how-to-start-a-shift-on-a-specific-date-HycIbwmI_
how-to-turn-off-online-reservations-for-a-shift-or-period-of-time-in-resyos__img01,how-to-turn-off-online-reservations-for-a-shift-or-period-of-time-in-resyos,Disable and Re-enable Online Bookings,in-service-troubleshooting,1,images/in-service-troubleshooting/how-to-turn-off-online-reservations-for-a-shift-or-period-of-time-in-resyos/how-to-turn-off-online-reservations-for-a-shift-or-period-of-time-in-resyos__img01.gif,ok,2648948,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/b91bc4f9195dbe19da992a8fbd75034f.gif,no,,https://helpdesk.resy.com/en_us/how-to-turn-off-online-reservations-for-a-shift-or-period-of-time-in-resyos-H1jkzwmLu
how-to-turn-off-online-reservations-for-a-shift-or-period-of-time-in-resyos__img02,how-to-turn-off-online-reservations-for-a-shift-or-period-of-time-in-resyos,Disable and Re-enable Online Bookings,in-service-troubleshooting,2,images/in-service-troubleshooting/how-to-turn-off-online-reservations-for-a-shift-or-period-of-time-in-resyos/how-to-turn-off-online-reservations-for-a-shift-or-period-of-time-in-resyos__img02.gif,ok,8692599,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/df09000bfe84786d7b687193b5aca52f.gif,no,,https://helpdesk.resy.com/en_us/how-to-turn-off-online-reservations-for-a-shift-or-period-of-time-in-resyos-H1jkzwmLu
how-to-turn-off-online-reservations-for-a-shift-or-period-of-time-in-resyos__img03,how-to-turn-off-online-reservations-for-a-shift-or-period-of-time-in-resyos,Disable and Re-enable Online Bookings,in-service-troubleshooting,3,images/in-service-troubleshooting/how-to-turn-off-online-reservations-for-a-shift-or-period-of-time-in-resyos/how-to-turn-off-online-reservations-for-a-shift-or-period-of-time-in-resyos__img03.gif,ok,1690492,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/32c2cc48b427ae501a29bde040058247.gif,no,,https://helpdesk.resy.com/en_us/how-to-turn-off-online-reservations-for-a-shift-or-period-of-time-in-resyos-H1jkzwmLu
how-to-turn-off-online-reservations-for-a-shift-or-period-of-time-in-resyos__img04,how-to-turn-off-online-reservations-for-a-shift-or-period-of-time-in-resyos,Disable and Re-enable Online Bookings,in-service-troubleshooting,4,images/in-service-troubleshooting/how-to-turn-off-online-reservations-for-a-shift-or-period-of-time-in-resyos/how-to-turn-off-online-reservations-for-a-shift-or-period-of-time-in-resyos__img04.gif,ok,2130221,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/76215a0d5e00c38ce8da99da14b45392.gif,no,,https://helpdesk.resy.com/en_us/how-to-turn-off-online-reservations-for-a-shift-or-period-of-time-in-resyos-H1jkzwmLu
how-to-update-your-venue-listing-info__img01,how-to-update-your-venue-listing-info,Venue Profile,reopening-on-resy,1,images/reopening-on-resy/how-to-update-your-venue-listing-info/how-to-update-your-venue-listing-info__img01.png,ok,48042,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/9162b56e5208794828f9a525742b85d2.png,no,,https://helpdesk.resy.com/en_us/how-to-update-your-venue-listing-info-Hk1_ZvX8_
how-to-update-your-venue-listing-info__img02,how-to-update-your-venue-listing-info,Venue Profile,reopening-on-resy,2,images/reopening-on-resy/how-to-update-your-venue-listing-info/how-to-update-your-venue-listing-info__img02.png,ok,82263,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/ec8bd4e1fbd893e3996fcb49edb2551f.png,no,,https://helpdesk.resy.com/en_us/how-to-update-your-venue-listing-info-Hk1_ZvX8_
how-to-update-your-venue-listing-info__img03,how-to-update-your-venue-listing-info,Venue Profile,reopening-on-resy,3,images/reopening-on-resy/how-to-update-your-venue-listing-info/how-to-update-your-venue-listing-info__img03.png,ok,373425,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/8c86d0e6b5ebcb7a2fbf30acc13f5882.png,no,,https://helpdesk.resy.com/en_us/how-to-update-your-venue-listing-info-Hk1_ZvX8_
how-to-update-your-venue-listing-info__img04,how-to-update-your-venue-listing-info,Venue Profile,reopening-on-resy,4,images/reopening-on-resy/how-to-update-your-venue-listing-info/how-to-update-your-venue-listing-info__img04.png,ok,171909,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/cb1b71612104247729f4e78f9060cce4.png,no,,https://helpdesk.resy.com/en_us/how-to-update-your-venue-listing-info-Hk1_ZvX8_
how-to-update-your-venue-listing-info__img05,how-to-update-your-venue-listing-info,Venue Profile,reopening-on-resy,5,images/reopening-on-resy/how-to-update-your-venue-listing-info/how-to-update-your-venue-listing-info__img05.png,ok,42488,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/003899062a51f638f087f05cbfa65a8b.png,no,,https://helpdesk.resy.com/en_us/how-to-update-your-venue-listing-info-Hk1_ZvX8_
how-to-update-your-venue-listing-info__img06,how-to-update-your-venue-listing-info,Venue Profile,reopening-on-resy,6,images/reopening-on-resy/how-to-update-your-venue-listing-info/how-to-update-your-venue-listing-info__img06.png,ok,39416,,yes,,https://helpdesk.resy.com/en_us/how-to-update-your-venue-listing-info-Hk1_ZvX8_
how-to-update-your-venue-listing-info__img07,how-to-update-your-venue-listing-info,Venue Profile,reopening-on-resy,7,images/reopening-on-resy/how-to-update-your-venue-listing-info/how-to-update-your-venue-listing-info__img07.png,ok,13052,,yes,,https://helpdesk.resy.com/en_us/how-to-update-your-venue-listing-info-Hk1_ZvX8_
how-to-use-automated-waitlist-sms-in-resyos__img01,how-to-use-automated-waitlist-sms-in-resyos,Automated Waitlist Text Messages,in-service-troubleshooting/waitlist,1,images/in-service-troubleshooting/waitlist/how-to-use-automated-waitlist-sms-in-resyos/how-to-use-automated-waitlist-sms-in-resyos__img01.png,ok,539376,,yes,,https://helpdesk.resy.com/en_us/how-to-use-automated-waitlist-sms-in-resyos-SJXzGPQIO
how-to-use-automated-waitlist-sms-in-resyos__img02,how-to-use-automated-waitlist-sms-in-resyos,Automated Waitlist Text Messages,in-service-troubleshooting/waitlist,2,images/in-service-troubleshooting/waitlist/how-to-use-automated-waitlist-sms-in-resyos/how-to-use-automated-waitlist-sms-in-resyos__img02.png,ok,196036,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/ce65e3bcc9aba1a58711d5b9f64b10c5.png,no,,https://helpdesk.resy.com/en_us/how-to-use-automated-waitlist-sms-in-resyos-SJXzGPQIO
how-to-use-automated-waitlist-sms-in-resyos__img03,how-to-use-automated-waitlist-sms-in-resyos,Automated Waitlist Text Messages,in-service-troubleshooting/waitlist,3,images/in-service-troubleshooting/waitlist/how-to-use-automated-waitlist-sms-in-resyos/how-to-use-automated-waitlist-sms-in-resyos__img03.png,ok,193325,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/e0d1f906aff1b1250b8435d0330e620f.png,no,,https://helpdesk.resy.com/en_us/how-to-use-automated-waitlist-sms-in-resyos-SJXzGPQIO
how-to-update-a-reservation-status__img01,how-to-update-a-reservation-status,Update Waitlist and Reservation Status,in-service-troubleshooting/reservations-walk-ins,1,images/in-service-troubleshooting/reservations-walk-ins/how-to-update-a-reservation-status/how-to-update-a-reservation-status__img01.png,ok,771180,,yes,,https://helpdesk.resy.com/en_us/how-to-update-a-reservation-status-ByYbzvQLd
how-to-update-a-reservation-status__img02,how-to-update-a-reservation-status,Update Waitlist and Reservation Status,in-service-troubleshooting/reservations-walk-ins,2,images/in-service-troubleshooting/reservations-walk-ins/how-to-update-a-reservation-status/how-to-update-a-reservation-status__img02.png,ok,190863,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/f94f38947c7e51452a5725144a0e3e02.png,no,,https://helpdesk.resy.com/en_us/how-to-update-a-reservation-status-ByYbzvQLd
how-to-update-a-reservation-status__img03,how-to-update-a-reservation-status,Update Waitlist and Reservation Status,in-service-troubleshooting/reservations-walk-ins,3,images/in-service-troubleshooting/reservations-walk-ins/how-to-update-a-reservation-status/how-to-update-a-reservation-status__img03.gif,ok,1114809,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/311559753fae740345632b631d7aeb1a.gif,no,,https://helpdesk.resy.com/en_us/how-to-update-a-reservation-status-ByYbzvQLd
how-to-update-a-reservation-status__img04,how-to-update-a-reservation-status,Update Waitlist and Reservation Status,in-service-troubleshooting/reservations-walk-ins,4,images/in-service-troubleshooting/reservations-walk-ins/how-to-update-a-reservation-status/how-to-update-a-reservation-status__img04.gif,ok,2146776,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/9d7f14411bfddc115e968b8b73068be5.gif,no,,https://helpdesk.resy.com/en_us/how-to-update-a-reservation-status-ByYbzvQLd
how-to-use-concierge-tags-in-resy-os__img01,how-to-use-concierge-tags-in-resy-os,Concierge Tags,getting-started-settings/concierge-,1,images/getting-started-settings/concierge-/how-to-use-concierge-tags-in-resy-os/how-to-use-concierge-tags-in-resy-os__img01.png,ok,93379,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/5b7d1c32ea7969c2ff67df0217995898.png,no,,https://helpdesk.resy.com/en_us/how-to-use-concierge-tags-in-resy-os-HycRDm8O
how-to-use-concierge-tags-in-resy-os__img02,how-to-use-concierge-tags-in-resy-os,Concierge Tags,getting-started-settings/concierge-,2,images/getting-started-settings/concierge-/how-to-use-concierge-tags-in-resy-os/how-to-use-concierge-tags-in-resy-os__img02.png,ok,291152,,yes,,https://helpdesk.resy.com/en_us/how-to-use-concierge-tags-in-resy-os-HycRDm8O
how-to-use-mobile-waitlist__img01,how-to-use-mobile-waitlist,Mobile Waitlist Feature (Remote Waitlist),in-service-troubleshooting/waitlist,1,images/in-service-troubleshooting/waitlist/how-to-use-mobile-waitlist/how-to-use-mobile-waitlist__img01.png,ok,312421,,yes,,https://helpdesk.resy.com/en_us/how-to-use-mobile-waitlist-rkj_bD7Iu
how-to-use-mobile-waitlist__img02,how-to-use-mobile-waitlist,Mobile Waitlist Feature (Remote Waitlist),in-service-troubleshooting/waitlist,2,images/in-service-troubleshooting/waitlist/how-to-use-mobile-waitlist/how-to-use-mobile-waitlist__img02.png,ok,337296,,yes,,https://helpdesk.resy.com/en_us/how-to-use-mobile-waitlist-rkj_bD7Iu
how-to-use-mobile-waitlist__img03,how-to-use-mobile-waitlist,Mobile Waitlist Feature (Remote Waitlist),in-service-troubleshooting/waitlist,3,images/in-service-troubleshooting/waitlist/how-to-use-mobile-waitlist/how-to-use-mobile-waitlist__img03.png,ok,442439,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/c6ab9cf6a50bb81554afe1d006539afe.png,no,,https://helpdesk.resy.com/en_us/how-to-use-mobile-waitlist-rkj_bD7Iu
how-to-use-resy-for-contactless-payment__img01,how-to-use-resy-for-contactless-payment,Contactless Payment Options,reopening-on-resy/update-your-books,1,images/reopening-on-resy/update-your-books/how-to-use-resy-for-contactless-payment/how-to-use-resy-for-contactless-payment__img01.png,ok,137113,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/c3e672e045cb3de263ff8821932f1b2d.png,no,,https://helpdesk.resy.com/en_us/how-to-use-resy-for-contactless-payment-SJKdwmLO
how-to-use-resy-for-contactless-payment__img02,how-to-use-resy-for-contactless-payment,Contactless Payment Options,reopening-on-resy/update-your-books,2,images/reopening-on-resy/update-your-books/how-to-use-resy-for-contactless-payment/how-to-use-resy-for-contactless-payment__img02.png,ok,98782,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/2562facd253ce9e1348da1d07626e4f1.png,no,,https://helpdesk.resy.com/en_us/how-to-use-resy-for-contactless-payment-SJKdwmLO
how-to-view-text-message-conversations-in-resyos__img01,how-to-view-text-message-conversations-in-resyos,Text Message History,in-service-troubleshooting/resy-2-way-texting,1,images/in-service-troubleshooting/resy-2-way-texting/how-to-view-text-message-conversations-in-resyos/how-to-view-text-message-conversations-in-resyos__img01.png,ok,204686,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/1562787294f01c00f5053575b232a874.png,no,,https://helpdesk.resy.com/en_us/how-to-view-text-message-conversations-in-resyos-HyYzMDX8u
how-to-view-text-message-conversations-in-resyos__img02,how-to-view-text-message-conversations-in-resyos,Text Message History,in-service-troubleshooting/resy-2-way-texting,2,images/in-service-troubleshooting/resy-2-way-texting/how-to-view-text-message-conversations-in-resyos/how-to-view-text-message-conversations-in-resyos__img02.png,ok,195633,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/992fab1005d4635b73fee6db308a48f5.png,no,,https://helpdesk.resy.com/en_us/how-to-view-text-message-conversations-in-resyos-HyYzMDX8u
how-to-use-resy-prepay-feature-in-resyos__img01,how-to-use-resy-prepay-feature-in-resyos,Using Prepay in ResyOS,in-service-troubleshooting/cancellation-policy-and-payments,1,images/in-service-troubleshooting/cancellation-policy-and-payments/how-to-use-resy-prepay-feature-in-resyos/how-to-use-resy-prepay-feature-in-resyos__img01.png,ok,272931,,yes,,https://helpdesk.resy.com/en_us/how-to-use-resy-prepay-feature-in-resyos-rJTzMvXLu
how-to-use-resy-prepay-feature-in-resyos__img02,how-to-use-resy-prepay-feature-in-resyos,Using Prepay in ResyOS,in-service-troubleshooting/cancellation-policy-and-payments,2,images/in-service-troubleshooting/cancellation-policy-and-payments/how-to-use-resy-prepay-feature-in-resyos/how-to-use-resy-prepay-feature-in-resyos__img02.png,ok,216554,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/5f43e13e96e82d073ba34de1b49bd9f4.png,no,,https://helpdesk.resy.com/en_us/how-to-use-resy-prepay-feature-in-resyos-rJTzMvXLu
how-to-use-resy-prepay-feature-in-resyos__img03,how-to-use-resy-prepay-feature-in-resyos,Using Prepay in ResyOS,in-service-troubleshooting/cancellation-policy-and-payments,3,images/in-service-troubleshooting/cancellation-policy-and-payments/how-to-use-resy-prepay-feature-in-resyos/how-to-use-resy-prepay-feature-in-resyos__img03.png,ok,170417,,yes,,https://helpdesk.resy.com/en_us/how-to-use-resy-prepay-feature-in-resyos-rJTzMvXLu
how-to-use-resy-prepay-feature-in-resyos__img04,how-to-use-resy-prepay-feature-in-resyos,Using Prepay in ResyOS,in-service-troubleshooting/cancellation-policy-and-payments,4,images/in-service-troubleshooting/cancellation-policy-and-payments/how-to-use-resy-prepay-feature-in-resyos/how-to-use-resy-prepay-feature-in-resyos__img04.png,ok,119655,,yes,,https://helpdesk.resy.com/en_us/how-to-use-resy-prepay-feature-in-resyos-rJTzMvXLu
how-to-use-resy-prepay-feature-in-resyos__img05,how-to-use-resy-prepay-feature-in-resyos,Using Prepay in ResyOS,in-service-troubleshooting/cancellation-policy-and-payments,5,images/in-service-troubleshooting/cancellation-policy-and-payments/how-to-use-resy-prepay-feature-in-resyos/how-to-use-resy-prepay-feature-in-resyos__img05.png,ok,117301,,yes,,https://helpdesk.resy.com/en_us/how-to-use-resy-prepay-feature-in-resyos-rJTzMvXLu
how-to-use-resy-prepay-feature-in-resyos__img06,how-to-use-resy-prepay-feature-in-resyos,Using Prepay in ResyOS,in-service-troubleshooting/cancellation-policy-and-payments,6,images/in-service-troubleshooting/cancellation-policy-and-payments/how-to-use-resy-prepay-feature-in-resyos/how-to-use-resy-prepay-feature-in-resyos__img06.png,ok,112775,https://cdn.kustomerhostedcontent.com/media/6036f66758799c770950d98d/a04be18eb019775ddf041d40a7755321.png,no,,https://helpdesk.resy.com/en_us/how-to-use-resy-prepay-feature-in-resyos-rJTzMvXLu
loyalist-integration__img01,loyalist-integration,Loyalist Integration,general,1,images/general/loyalist-integration/loyalist-integration__img01.png,ok,71921,,yes,,https://helpdesk.resy.com/en_us/loyalist-integration-HJSe1Spagl
loyalist-integration__img02,loyalist-integration,Loyalist Integration,general,2,images/general/loyalist-integration/loyalist-integration__img02.png,ok,82879,,yes,,https://helpdesk.resy.com/en_us/loyalist-integration-HJSe1Spagl
loyalist-integration__img03,loyalist-integration,Loyalist Integration,general,3,images/general/loyalist-integration/loyalist-integration__img03.png,ok,67316,,yes,,https://helpdesk.resy.com/en_us/loyalist-integration-HJSe1Spagl
